Rank,Region Operation,State,Locid,City,Airport Name,S/L,Hub,CY 17 Enplanements,CY 16 Enplanements,% Change
594,Southwest,Texas,FTW,Fort Worth,Fort Worth Meacham International,GA,None,1766,1104,59.96%
647,Southwest,Texas,07TA,Danbury,Salaika Aviation,GA,None,1000,1000,0.00%
670,Southwest,Texas,DRT,Del Rio,Del Rio International,GA,None,807,22,3568.18%
689,Southwest,Texas,EFD,Houston,Ellington,GA,None,641,1591,-59.71%
696,Southwest,Texas,DWH,Houston,David Wayne Hooks Memorial,GA,None,609,529,15.12%
710,Southwest,Texas,SKF,San Antonio,Kelly Field,GA,None,531,788,-32.61%
738,Southwest,Texas,DYS,Abilene,Dyess AFB,GA,None,371,0,0.00%
782,Southwest,Texas,NFW,Fort Worth,Fort Worth NAS Jrb (Carswell Field),GA,None,191,369,-48.24%
810,Southwest,Texas,PSX,Palacios,Palacios Municipal,GA,None,130,120,8.33%
834,Southwest,Texas,SGR,Houston,Sugar Land Regional,GA,None,96,17,464.71%
856,Southwest,Texas,ADS,Dallas,Addison,GA,None,66,36,83.33%
885,Southwest,Texas,MRF,Marfa,Marfa Municipal,GA,None,52,20,160.00%
891,Southwest,Texas,LBX,Angleton,Texas Gulf Coast Regional,GA,None,50,282,-82.27%
908,Southwest,Texas,FST,Fort Stockton,Fort Stockton-Pecos County,GA,None,40,20,100.00%
920,Southwest,Texas,ERV,Kerrville,Kerrville Municipal/Louis Schreiner Field,GA,None,36,0,0.00%
921,Southwest,Texas,OZA,Ozona,Ozona Municipal,GA,None,36,10,260.00%
974,Southwest,Texas,GKY,Arlington,Arlington Municipal,GA,None,23,12,91.67%
1024,Southwest,Texas,E41,Big Lake,Reagan County,GA,None,15,20,-25.00%
1058,Southwest,Texas,MDD,Midland,Midland Airpark,GA,None,12,2,500.00%
1073,Southwest,Texas,49F,Rankin,Rankin,GA,None,10,20,-50.00%
1075,Southwest,Texas,BYY,Bay City,Bay City Regional,GA,None,10,20,-50.00%
1076,Southwest,Texas,E11,Andrews,Andrews County,GA,None,10,10,0.00%
1119,Southwest,Texas,TKI,McKinney,McKinney National,GA,None,7,0,0.00%
1135,Southwest,Texas,GLS,Galveston,Scholes International at Galveston,GA,None,6,10,-40.00%
1143,Southwest,Texas,ODO,Odessa,Odessa-Schlemeyer Field,GA,None,6,21,-71.43%
1156,Southwest,Texas,CXO,Conroe,Conroe-North Houston Regional,GA,None,5,0,0.00%
1189,Southwest,Texas,F17,Center,Center Municipal,GA,None,4,0,0.00%
1192,Southwest,Texas,GTU,Georgetown,Georgetown Municipal,GA,None,4,0,0.00%
1195,Southwest,Texas,INK,Wink,Winkler County,GA,None,4,0,0.00%
1210,Southwest,Texas,VHN,Van Horn,Culberson County,GA,None,4,8,-50.00%
1271,Southwest,Texas,BWD,Brownwood,Brownwood Regional,GA,None,2,0,0.00%
1280,Southwest,Texas,COT,Cotulla,Cotulla-La Salle County,GA,None,2,0,0.00%
1281,Southwest,Texas,CWC,Wichita Falls,Kickapoo Downtown,GA,None,2,0,0.00%
1282,Southwest,Texas,EDC,Austin,Austin Executive,GA,None,2,0,0.00%
1287,Southwest,Texas,FWS,Fort Worth,Fort Worth Spinks,GA,None,2,2,0.00%
1321,Southwest,Texas,TPL,Temple,Draughon-Miller Central Texas Regional,GA,None,2,5,-60.00%
1335,Southwest,Texas,BPG,Big Spring,Big Spring McMahon-Wrinkle,GA,None,1,0,0.00%
1345,Southwest,Texas,F05,Vernon,Wilbarger County,GA,None,1,0,0.00%
23,Northwest Mountain,Utah,SLC,Salt Lake City,Salt Lake City International,P,L,11615954,11143738,4.24%
228,Northwest Mountain,Utah,SGU,St. George,St George Regional,P,N,103569,78680,31.63%
240,Northwest Mountain,Utah,PVU,Provo,Provo Municipal,P,N,91581,78451,16.74%
349,Northwest Mountain,Utah,OGD,Ogden,Ogden-Hinckley,P,N,20324,15609,30.21%
370,Northwest Mountain,Utah,CDC,Cedar City,Cedar City Regional,P,N,15588,14413,8.15%
403,Northwest Mountain,Utah,CNY,Moab,Canyonlands Field,P,N,10032,7837,28.01%
281,Northwest Mountain,Utah,ENV,Wendover,Wendover,GA,None,49327,45492,8.43%
436,Northwest Mountain,Utah,VEL,Vernal,Vernal Regional,CS,None,6615,4007,65.09%
612,Northwest Mountain,Utah,LGU,Logan,Logan-Cache,GA,None,1434,704,103.69%
632,Northwest Mountain,Utah,UT25,Monument Valley,Monument Valley,GA,None,1217,754,61.41%
718,Northwest Mountain,Utah,KNB,Kanab,Kanab Municipal,GA,None,471,373,26.27%
771,Northwest Mountain,Utah,HIF,Ogden,Hill AFB,GA,None,257,333,-22.82%
868,Northwest Mountain,Utah,BCE,Bryce Canyon,Bryce Canyon,GA,None,60,67,-10.45%
1066,Northwest Mountain,Utah,HCR,Heber City,Heber City Municipal - Russ McDonald Field,GA,None,11,4,175.00%
1128,Northwest Mountain,Utah,BMC,Brigham City,Brigham City Regional,GA,None,6,0,0.00%
24,Eastern,Virginia,DCA,Arlington,Ronald Reagan Washington National,P,L,11506310,11470854,0.31%
26,Eastern,Virginia,IAD,Dulles,Washington Dulles International,P,L,11024306,10596942,4.03%
68,Eastern,Virginia,RIC,Highland Springs,Richmond International,P,S,1822486,1777648,2.52%
72,Eastern,Virginia,ORF,Norfolk,Norfolk International,P,S,1694329,1602631,5.72%
153,Eastern,Virginia,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,334347,295930,12.98%
158,Eastern,Virginia,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,309341,305212,1.35%
184,Eastern,Virginia,PHF,Newport News,Newport News/Williamsburg International,P,N,197994,199421,-0.72%
251,Eastern,Virginia,LYH,Timberlake,Lynchburg Regional/Preston Glenn Field,P,N,82489,75465,9.31%
322,Eastern,Virginia,NGU,Norfolk,Norfolk NS (Chambers Field),GA,None,27120,27953,-2.98%
437,Eastern,Virginia,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,6605,5442,21.37%
626,Eastern,Virginia,LFI,Hampton,Langley AFB,GA,None,1313,1808,-27.38%
679,Eastern,Virginia,HEF,Manassas,Manassas Regional/Harry P Davis Field,GA,None,737,554,33.03%
742,Eastern,Virginia,JYO,Leesburg,Leesburg Executive,GA,None,352,101,248.51%
940,Eastern,Virginia,LKU,Louisa,Louisa County/Freeman Field,GA,None,30,0,0.00%
1039,Eastern,Virginia,MKJ,Smyth (County),Mountain Empire,GA,None,14,0,0.00%
1093,Eastern,Virginia,MFV,Melfa,Accomack County,GA,None,9,3,200.00%
1162,Eastern,Virginia,HSP,Hot Springs,Ingalls Field,GA,None,5,0,0.00%
1170,Eastern,Virginia,RMN,Stafford,Stafford Regional,GA,None,5,16,-68.75%
1190,Eastern,Virginia,FCI,Chesterfield,Richmond Executive-Chesterfield County,GA,None,4,1,300.00%
1197,Eastern,Virginia,JGG,Williamsburg,Williamsburg-Jamestown,GA,None,4,5,-20.00%
1200,Eastern,Virginia,OKV,Winchester,Winchester Regional,GA,None,4,6,-33.33%
1238,Eastern,Virginia,OFP,Ashland,Hanover County Municipal,GA,None,3,2,50.00%
1275,Eastern,Virginia,CJR,Culpeper,Culpeper Regional,GA,None,2,9,-77.78%
1284,Eastern,Virginia,EZF,Fredericksburg,Shannon,GA,None,2,0,0.00%
1288,Eastern,Virginia,FYJ,Mattaponi,Middle Peninsula Regional,GA,None,2,2,0.00%
1333,Eastern,Virginia,BCB,Blacksburg,Virginia Tech/Montgomery Executive,GA,None,1,6,-83.33%
110,Southern,Virgin Islands,STT,Charlotte Amalie,Cyril E King,P,S,619729,729382,-15.03%
188,Southern,Virgin Islands,STX,Christiansted,Henry E Rohlsen,P,N,195634,196047,-0.21%
340,Southern,Virgin Islands,VI32,Christiansted St Croix,Christiansted Harbor-SSB,GA,None,21757,24469,-11.08%
344,Southern,Virgin Islands,VI22,Charlotte Amalie,Charlotte Amalie Harbor,GA,None,21282,24861,-14.40%
115,New England,Vermont,BTV,Burlington,Burlington International,P,S,578014,593311,-2.58%
467,New England,Vermont,RUT,Rutland,Rutland - Southern Vermont Regional,CS,None,5024,5146,-2.37%
778,New England,Vermont,MVL,Morrisville,Morrisville-Stowe State,GA,None,219,265,-17.36%
1012,New England,Vermont,4V8,West Dover,Deerfield Valley Regional,GA,None,16,13,23.08%
1025,New England,Vermont,EFK,Newport,Northeast Kingdom International,GA,None,15,7,114.29%
1095,New England,Vermont,MPV,Barre,Edward F Knapp State,GA,None,9,18,-50.00%
1184,New England,Vermont,DDH,Bennington,William H Morse State,GA,None,4,24,-83.33%
9,Northwest Mountain,Washington,SEA,Seattle,Seattle-Tacoma International,P,L,22639124,21887110,3.44%
71,Northwest Mountain,Washington,GEG,Spokane,Spokane International,P,S,1698433,1570652,8.14%
140,Northwest Mountain,Washington,PSC,Pasco,Tri-Cities,P,N,376044,374301,0.47%
141,Northwest Mountain,Washington,BLI,Bellingham,Bellingham International,P,N,370022,415285,-10.90%
255,Northwest Mountain,Washington,YKM,Yakima,Yakima Air Terminal/McAllister Field,P,N,71547,70993,0.78%
264,Northwest Mountain,Washington,EAT,East Wenatchee,Pangborn Memorial,P,N,60335,60068,0.44%
265,Northwest Mountain,Washington,PUW,Pullman,Pullman/Moscow Regional,P,N,59246,61833,-4.18%
279,Northwest Mountain,Washington,ALW,Walla Walla,Walla Walla Regional,P,N,49702,47439,4.77%
361,Northwest Mountain,Washington,BFI,Seattle,Boeing Field/King County International,P,N,17294,17795,-2.82%
402,Northwest Mountain,Washington,FHR,Friday Harbor,Friday Harbor,P,N,10359,12831,-19.27%
333,Northwest Mountain,Washington,WN22,Seattle,Lake Union,GA,None,23169,21045,10.09%
431,Northwest Mountain,Washington,ORS,Eastsound,Orcas Island,CS,None,7223,7826,-7.71%
471,Northwest Mountain,Washington,TCM,Tacoma,McChord Field (Joint Base Lewis-McChord),GA,None,4927,3818,29.05%
507,Northwest Mountain,Washington,S60,Kenmore,Kenmore Air Harbor Inc,GA,None,3688,3543,4.09%
630,Northwest Mountain,Washington,RNT,Renton,Renton Municipal,GA,None,1224,434,182.03%
669,Northwest Mountain,Washington,NUW,Oak Harbor,Whidbey Island NAS /Ault Field/,GA,None,815,765,6.54%
691,Northwest Mountain,Washington,PAE,Everett,Snohomish County (Paine Field),GA,None,623,181,244.20%
702,Northwest Mountain,Washington,CLM,Port Angeles,William R Fairchild International,GA,None,584,596,-2.01%
792,Northwest Mountain,Washington,W39,Roche Harbor,Roche Harbor,GA,None,169,145,16.55%
799,Northwest Mountain,Washington,OLM,Olympia,Olympia Regional,GA,None,156,44,254.55%
802,Northwest Mountain,Washington,W33,Friday Harbor,Friday Harbor,GA,None,146,104,40.38%
824,Northwest Mountain,Washington,SKA,Spokane,Fairchild AFB,GA,None,111,0,0.00%
855,Northwest Mountain,Washington,74S,Anacortes,Anacortes,GA,None,66,70,-5.71%
862,Northwest Mountain,Washington,WA09,Roche Harbor,Roche Harbor,GA,None,65,73,-10.96%
898,Northwest Mountain,Washington,WA28,Auburn,Private H/C Pad,GA,None,44,0,0.00%
942,Northwest Mountain,Washington,WA18,Decatur Island,Decatur /Jones/,GA,None,30,52,-42.31%
960,Northwest Mountain,Washington,0S9,Port Townsend,Jefferson County International,GA,None,25,18,38.89%
995,Northwest Mountain,Washington,S31,Lopez,Lopez Island,GA,None,19,26,-26.92%
996,Northwest Mountain,Washington,TIW,Tacoma,Tacoma Narrows,GA,None,19,20,-5.00%
1004,Northwest Mountain,Washington,SFF,Spokane,Felts Field,GA,None,18,19,-5.26%
1013,Northwest Mountain,Washington,68S,Davenport,Davenport,GA,None,16,0,0.00%
1014,Northwest Mountain,Washington,83Q,Poulsbo,Port of Poulsbo Marina Moorage,GA,None,16,19,-15.79%
1042,Northwest Mountain,Washington,W49,Rosario,Rosario,GA,None,14,39,-64.10%
1048,Northwest Mountain,Washington,38WA,Blakely Island,Blakely Island,GA,None,12,4,200.00%
1069,Northwest Mountain,Washington,MWH,Moses Lake,Grant County International,GA,None,11,112,-90.18%
1072,Northwest Mountain,Washington,VUO,Vancouver,Pearson Field,GA,None,11,3,266.67%
1096,Northwest Mountain,Washington,S18,Forks,Forks,GA,None,9,2,350.00%
1098,Northwest Mountain,Washington,63S,Colville,Colville Municipal,GA,None,8,4,100.00%
1121,Northwest Mountain,Washington,1S9,Chewelah,Sand Canyon,GA,None,6,5,20.00%
1129,Northwest Mountain,Washington,BVS,Burlington,Skagit Regional,GA,None,6,103,-94.17%
1149,Northwest Mountain,Washington,WA83,West Sound,Westsound/Wsx,GA,None,6,18,-66.67%
1180,Northwest Mountain,Washington,AWO,Arlington,Arlington Municipal,GA,None,4,3,33.33%
1216,Northwest Mountain,Washington,4W8,Elma,Elma Municipal,GA,None,3,2,50.00%
1226,Northwest Mountain,Washington,DEW,Deer Park,Deer Park,GA,None,3,0,0.00%
1240,Northwest Mountain,Washington,PLU,Puyallup,Pierce County - Thun Field,GA,None,3,0,0.00%
1241,Northwest Mountain,Washington,PWT,Bremerton,Bremerton National,GA,None,3,2,50.00%
1242,Northwest Mountain,Washington,S43,Snohomish,Harvey Field,GA,None,3,3,0.00%
1245,Northwest Mountain,Washington,SHN,Shelton,Sanderson Field,GA,None,3,1,200.00%
1255,Northwest Mountain,Washington,11S,Sekiu,Sekiu,GA,None,2,1,100.00%
1260,Northwest Mountain,Washington,2S1,Vashon,Vashon Municipal,GA,None,2,0,0.00%
1262,Northwest Mountain,Washington,2WA1,Sequim,Diamond Point Airstrip,GA,None,2,0,0.00%
1277,Northwest Mountain,Washington,CLS,Chehalis,Chehalis-Centralia,GA,None,2,2,0.00%
1293,Northwest Mountain,Washington,HQM,Hoquiam,Bowerman,GA,None,2,0,0.00%
1305,Northwest Mountain,Washington,OMK,Omak,Omak,GA,None,2,1,100.00%
1331,Northwest Mountain,Washington,7WA5,Stuart Island,Stuart Island Airpark,GA,None,1,0,0.00%
1332,Northwest Mountain,Washington,90WA,Eastsound,Waldronaire,GA,None,1,0,0.00%
1357,Northwest Mountain,Washington,S10,Chelan,Lake Chelan,GA,None,1,6,-83.33%
52,Great Lakes,Wisconsin,MKE,Milwaukee,General Mitchell International,P,M,3414477,3327536,2.61%
94,Great Lakes,Wisconsin,MSN,Madison,Dane County Regional-Truax Field,P,S,943363,903155,4.45%
164,Great Lakes,Wisconsin,GRB,Green Bay,Green Bay-Austin Straubel International,P,N,283823,292868,-3.09%
165,Great Lakes,Wisconsin,ATW,Appleton,Appleton International,P,N,281552,270633,4.03%
218,Great Lakes,Wisconsin,CWA,Mosinee,Central Wisconsin,P,N,116404,119222,-2.36%
238,Great Lakes,Wisconsin,LSE,La Crosse,La Crosse Regional,P,N,92101,94047,-2.07%
334,Great Lakes,Wisconsin,RHI,Rhinelander,Rhinelander-Oneida County,P,N,23014,20414,12.74%
337,Great Lakes,Wisconsin,EAU,Eau Claire,Chippewa Valley Regional,P,N,22822,21304,7.13%
737,Great Lakes,Wisconsin,JVL,Janesville,Southern Wisconsin Regional,GA,None,373,326,14.42%
763,Great Lakes,Wisconsin,C29,Middleton,Middleton Municipal - Morey Field,GA,None,280,265,5.66%
764,Great Lakes,Wisconsin,VOK,Camp Douglas,Volk Field,GA,None,278,64,334.38%
805,Great Lakes,Wisconsin,UES,Waukesha,Waukesha County,GA,None,135,44,206.82%
857,Great Lakes,Wisconsin,ENW,Kenosha,Kenosha Regional,GA,None,66,8,725.00%
907,Great Lakes,Wisconsin,EGV,Eagle River,Eagle River Union,GA,None,40,57,-29.82%
933,Great Lakes,Wisconsin,SBM,Sheboygan,Sheboygan County Memorial,GA,None,32,147,-78.23%
1001,Great Lakes,Wisconsin,DLL,Baraboo,Baraboo-Wisconsin Dells Regional,GA,None,18,4,350.00%
1055,Great Lakes,Wisconsin,HYR,Hayward,Sawyer County,GA,None,12,0,0.00%
1063,Great Lakes,Wisconsin,3D2,Ephraim,Ephraim-Gibraltar,GA,None,11,0,0.00%
1148,Great Lakes,Wisconsin,RZN,Siren,Burnett County,GA,None,6,0,0.00%
1158,Great Lakes,Wisconsin,FLD,Fond du Lac,Fond du Lac County,GA,None,5,3,66.67%
1179,Great Lakes,Wisconsin,ARV,Woodruff,Lakeland/Noble F Lee Memorial Field,GA,None,4,2,100.00%
1196,Great Lakes,Wisconsin,ISW,Wisconsin Rapids,Alexander Field South Wood County,GA,None,4,0,0.00%
1302,Great Lakes,Wisconsin,MWC,Milwaukee,Lawrence J Timmerman,GA,None,2,9,-77.78%
1306,Great Lakes,Wisconsin,PDC,Prairie du Chien,Prairie Du Chien Municipal,GA,None,2,2,0.00%
1317,Great Lakes,Wisconsin,SUW,Superior,Richard I Bong,GA,None,2,0,0.00%
686,Western Pacific,WK,AWK,Wake Island,Wake Island Airfield,GA,None,682,503,35.59%
182,Eastern,West Virginia,CRW,Charleston,Yeager,P,N,202778,213412,-4.98%
226,Eastern,West Virginia,HTS,Huntington,Tri-State/Milton J Ferguson Field,P,N,103724,98489,5.32%
327,Eastern,West Virginia,CKB,Clarksburg,North Central West Virginia,P,N,25105,26025,-3.54%
452,Eastern,West Virginia,MGW,Morgantown,Morgantown Municipal-Walter L Bill Hart Field,CS,None,5698,7851,-27.42%
459,Eastern,West Virginia,LWB,Lewisburg,Greenbrier Valley,CS,None,5495,4965,10.67%
488,Eastern,West Virginia,PKB,Parkersburg,Mid-Ohio Valley Regional,CS,None,4155,4170,-0.36%
606,Eastern,West Virginia,BKW,Beckley,Raleigh County Memorial,GA,None,1556,2061,-24.50%
148,Northwest Mountain,Wyoming,JAC,Jackson,Jackson Hole,P,N,341662,342044,-0.11%
234,Northwest Mountain,Wyoming,CPR,Casper,Casper/Natrona County International,P,N,96843,92805,4.35%
295,Northwest Mountain,Wyoming,COD,Cody,Yellowstone Regional,P,N,39578,40340,-1.89%
314,Northwest Mountain,Wyoming,GCC,Gillette,Gillette-Campbell County,P,N,29271,28383,3.13%
359,Northwest Mountain,Wyoming,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,18109,16110,12.41%
369,Northwest Mountain,Wyoming,LAR,Laramie,Laramie Regional,P,N,16072,15957,0.72%
399,Northwest Mountain,Wyoming,SHR,Sheridan,Sheridan County,P,N,10876,9211,18.08%
417,Northwest Mountain,Wyoming,RIW,Riverton,Riverton Regional,CS,None,8277,4228,95.77%
585,Northwest Mountain,Wyoming,CYS,Cheyenne,Cheyenne Regional/Jerry Olson Field,GA,None,1894,3189,-40.61%
986,Northwest Mountain,Wyoming,SAA,Saratoga,Shively Field,GA,None,21,31,-32.26%
1227,Northwest Mountain,Wyoming,ECS,Newcastle,Mondell Field,GA,None,3,0,0.00%
1272,Northwest Mountain,Wyoming,BYG,Buffalo,Johnson County,GA,None,2,2,0.00%
